"전국","인터넷이용료",100.62,100.62,100.62,100.62,100.62,100.62,100.62
"전국","장난감",101.23,98.77,100.41,101.13,101.20,101.45,101.42
"전국","반려동물용품",120.07,121.45,122.91,120.15,122.29,122.25,123.27
"전국","영화관람료",128.81,128.81,128.81,128.81,128.81,128.81,128.81
"전국","온라인콘텐츠이용료",111.47,111.47,111.47,111.47,111.47,111.47,111.47
"전국","방송수신료",100.88,100.88,100.88,100.72,100.54,100.59,100.59
"전국","유치원납입금",67.62,47.24,39.72,39.72,39.72,39.72,39.71
"전국","전문대학납입금",105.64,105.64,108.68,108.68,108.68,108.68,108.68
"전국","사립대학교납입금",104.90,104.97,107.92,107.92,107.92,107.92,107.92
"전국","초등학생학원비",110.37,111.35,111.74,112.28,112.36,112.41,112.50
"전국","중학생학원비",109.52,110.80,111.15,111.51,111.59,111.66,111.87
"전국","고등학생학원비",107.78,108.64,108.90,109.07,109.32,109.37,109.56
"전국","가정학습지",117.84,120.03,120.03,120.03,124.33,124.33,124.33
"전국","목욕료",134.47,137.34,137.64,138.12,138.23,138.34,138.45
"전국","이발료",116.68,118.98,119.49,119.87,119.96,120.07,120.14
"전국","미용료",118.73,120.39,120.62,120.88,120.87,120.94,121.13
"전국","치약",112.21,115.20,110.68,119.65,117.10,114.96,118.19
"전국","샴푸",140.96,142.01,140.93,141.98,144.14,142.67,142.52
"전국","화장지",121.86,120.99,121.86,121.83,122.36,122.70,123.12
"전국","기초화장품",107.29,109.22,109.50,107.78,107.29,107.15,108.83
"전국","보험서비스료",190.29,211.52,211.52,215.81,215.81,215.81,215.81
"전국","자동차보험료",93.67,94.93,94.93,94.93,94.93,94.93,94.93
"전국","전월세",104.85,105.38,105.49,105.62,105.72,105.82,106.04
"전국","생활물가 이외",115.88,117.58,117.56,118.22,119.15,119.20,119.96
"전국","전·월세포함 생활물가지수",116.91,118.88,119.53,120.04,120.37,120.44,119.63
